age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,claim_month,claim_weekday,claim_year,zip_region,claim_to_price,injury_share,claim_to_income,premium_to_income,claim_to_deductible,fraud_reported
38.0,F,0.0,68,58203.2,1,0,Own,Local,2,0.0,98,Phone,1,2.0,Large,24623.0368,gray,29029.41203,8228.379084,2000,1188.51,10.96883866,4,11.0,4.0,2023.0,8,1.1789533624390736,0.28344973281625746,0.49875972505809374,0.020420011270507122,14.514706007742646,0
48.0,F,1.0,86,61940.8,1,1,Own,Local,0,1.0,16,Phone,1,7.0,Large,19733.0729,silver,11043.36493,6196.130191,1000,840.95,7.319086342,6,4.0,2.0,2023.0,5,0.5596373654222077,0.561072664872891,0.17828902645464234,0.01357667321033024,11.043364918956636,0
36.0,F,1.0,72,57361.6,1,1,Rent,Highway,1,0.0,51,Phone,1,3.0,Compact,8396.227677,gray,18241.22247,7818.602249,1000,1503.21,8.414332044,4,2.0,3.0,2023.0,8,2.1725497651518064,0.42862271218006676,0.3180040736255962,0.026205858971398883,18.241222451758777,0
44.0,M,0.0,54,60576.0,1,1,Own,Highway,1,0.0,55,Phone,1,3.0,Large,22984.18571,other,34522.93073,6524.055333,1000,1722.5,9.312229553,4,11.0,1.0,2023.0,2,1.5020297505461622,0.1889774475937438,0.5699110329079188,0.02843535393508262,34.52293069547707,0
31.0,M,1.0,83,54931.2,1,1,Rent,Local,1,0.0,7,Phone,1,2.0,Large,34913.04005,red,34488.27474,3767.557261,1000,1248.05,10.30679217,2,4.0,0.0,2024.0,8,0.9878336200348203,0.1092416854508843,0.6278449176310031,0.022720239135086796,34.48827470551173,0
55.0,M,1.0,63,64100.8,1,1,Own,Local,2,1.0,24,Phone,0,6.0,Compact,8962.564396,gray,9709.082881,2850.434873,500,1533.71,9.033373302,4,5.0,4.0,2023.0,8,1.0832929562268896,0.2935843588568513,0.1514658612817396,0.023926534457855024,19.418165723163668,0
51.0,M,0.0,67,62899.2,0,1,Own,Highway,0,0.0,22,Phone,1,9.0,Large,22550.78952,black,22757.70533,2283.918972,1000,988.93,9.754305813,6,10.0,4.0,2023.0,5,1.0091755461070362,0.10035805186777334,0.3618123176389873,0.015722457519082557,22.757705307242297,1
40.0,F,1.0,44,99017.6,1,0,Own,Local,0,0.0,23,Phone,0,4.0,Medium,17706.35344,gray,28222.9377,8546.215603,2000,1101.83,8.590505345,0,8.0,2.0,2023.0,2,1.593944105659175,0.30281098635232395,0.28502950687266676,0.011127617716333988,14.111468842944264,0
42.0,F,0.0,60,79776.0,1,1,Own,Highway,1,1.0,93,Phone,1,2.0,Medium,42366.76848,gray,43142.55744,6055.67825,1000,1248.05,9.408539193,4,11.0,5.0,2023.0,5,1.0183112610853933,0.14036437821938347,0.5407961973458083,0.01564442940213041,43.14255739685744,0
37.0,M,1.0,34,27504.0,1,1,Rent,Local,0,0.0,26,Phone,0,6.0,Compact,24906.4477,silver,40777.70875,6258.272212,1000,1235.14,8.357253628,5,1.0,2.0,2023.0,5,1.637235034057577,0.1534728753450751,1.4826101202922262,0.04490764979476049,40.77770870922229,1
34.0,M,1.0,69,99017.6,1,1,Rent,Highway,0,0.0,93,Phone,0,5.0,Compact,30312.54592,other,19812.57005,1035.813708,1000,1347.04,9.30387421,5,12.0,3.0,2023.0,1,0.6536095681845779,0.05228063322091418,0.2000913983958398,0.013604046149234035,19.812570030187427,0
59.0,M,1.0,77,139830.4,0,0,Rent,Local,0,0.0,17,Phone,0,7.0,Large,11911.80224,blue,12468.3469,3801.324509,1000,1310.8,10.71404196,4,11.0,4.0,2024.0,8,1.046722120443235,0.30487798736936983,0.08916764094153226,0.00937421333265603,12.468346887531654,0
29.0,M,1.0,86,84964.8,1,0,Rent,Parking Lot,0,0.0,2,Phone,0,3.0,Compact,47551.7204,white,41235.22694,2440.377029,500,1383.49,8.019448318,5,9.0,1.0,2023.0,8,0.867165826856873,0.05918185032646308,0.48532129704906835,0.016283096058411446,82.4704537150591,0
48.0,M,1.0,86,99017.6,1,0,Rent,Local,4,0.0,73,Phone,1,3.0,Large,7604.310637,other,6104.112722,3948.450399,1000,766.19,9.024795588,5,5.0,2.0,2023.0,8,0.8027174339113314,0.6468508329019598,0.061646744840698556,0.007737917299472641,6.104112715895887,0
51.0,F,1.0,62,139830.4,0,0,Rent,Local,0,0.0,91,Phone,0,9.0,Compact,36691.6968,silver,9553.015158,8106.575218,1000,1060.74,9.518174913,8,9.0,1.0,2024.0,1,0.26035904553042205,0.8485881245946424,0.06831858564326271,0.0075859040665864795,9.553015148446985,0
29.0,F,1.0,78,68334.4,0,1,Rent,Highway,2,1.0,25,Phone,1,5.0,Large,12007.02982,silver,21884.34971,6139.774893,500,1093.83,10.02130367,3,9.0,2.0,2024.0,2,1.8226280800706274,0.2805555099457166,0.3202537771558651,0.016007018426795187,43.768699332462596,0
38.0,M,0.0,77,27504.0,1,1,Rent,Local,0,0.0,1,Phone,0,4.0,Compact,23424.1873,gray,18919.05439,6348.457065,1000,1331.94,8.667788782,4,7.0,0.0,2023.0,5,0.8076717517193148,0.33555889918155896,0.6878655609842981,0.04842713786909442,18.919054371080946,1
36.0,M,1.0,55,99017.6,0,1,Rent,Local,0,0.0,56,Phone,1,2.0,Compact,26714.73966,black,27447.44025,4936.416718,1000,1361.45,8.443370658,5,5.0,2.0,2023.0,1,1.0274268287206874,0.17984980285439006,0.2771975916374746,0.013749575832844368,27.447440222552558,0
23.0,M,0.0,87,50180.8,0,1,Own,Highway,0,0.0,23,Phone,1,4.0,Medium,17945.98006,white,21845.5479,3675.916209,2000,1101.83,10.98941617,4,5.0,5.0,2023.0,5,1.2172947827728002,0.16826843737948688,0.4353367801941114,0.02195720275440094,10.922773944538614,0
36.0,F,1.0,78,57328.0,0,1,Own,Local,0,0.0,68,Phone,1,1.0,Compact,21040.11239,red,29143.589,5218.843641,1000,1722.5,9.69135151,4,7.0,4.0,2023.0,2,1.3851441693090147,0.17907347104095267,0.5083657026146322,0.030046399664561012,29.14358897085641,1
31.0,F,0.0,78,54944.0,0,1,Rent,Highway,0,0.0,10,Phone,0,7.0,Compact,9023.601655,black,26874.53098,3525.239436,2000,1453.61,9.801397755,5,9.0,6.0,2023.0,8,2.978248819542084,0.131173989175562,0.48912585504351475,0.026456209958749703,13.437265483281367,1
46.0,M,0.0,71,61241.6,0,1,Rent,Parking Lot,0,1.0,50,Phone,1,7.0,Compact,39779.81758,red,35381.06876,3224.15418,500,1672.88,10.35400144,2,9.0,5.0,2023.0,1,0.8894225994867062,0.09112653441249165,0.5777293336461208,0.02731607273442699,70.76213737847573,1
50.0,M,1.0,57,62574.4,1,0,Own,Highway,0,0.0,100,Phone,1,5.0,Compact,12741.38869,gray,18771.35738,4156.743425,1000,1248.05,10.28027906,3,4.0,4.0,2023.0,8,1.4732583578789435,0.22144074829705035,0.2999846163878522,0.019945057403347934,18.771357361228645,0
34.0,M,1.0,86,84964.8,0,1,Rent,Parking Lot,0,0.0,99,Phone,0,7.0,Medium,21535.38953,other,12933.23498,5001.632608,500,1564.43,8.700239686,1,7.0,3.0,2023.0,5,0.6005572809065154,0.386727111611891,0.15221874211258993,0.01841268384062091,25.86646990826706,0
53.0,F,1.0,36,139830.4,0,1,Rent,Local,0,0.0,36,Phone,1,8.0,Compact,32129.13765,blue,31157.99241,3645.189061,1000,1235.14,6.951643947,6,9.0,2.0,2023.0,8,0.9697736910480143,0.11699049839016921,0.22282702766907034,0.008833129276546208,31.157992378842007,0
42.0,M,1.0,79,27504.0,1,1,Rent,Parking Lot,0,0.0,25,Phone,1,7.0,Medium,34833.96618,blue,15660.71862,3881.786874,2000,1356.92,8.510603186,2,3.0,2.0,2024.0,8,0.4495818402827196,0.24786773633712936,0.5693978555639398,0.049335369399020675,7.830359306084819,1
42.0,F,1.0,86,99017.6,1,1,Rent,Parking Lot,3,1.0,46,Phone,1,5.0,Large,23703.48502,white,13098.87652,6162.259768,1000,766.19,9.105605149,2,10.0,1.0,2023.0,5,0.5526139514250797,0.47044185492707874,0.13228836610731537,0.007737917299472641,13.098876506901123,0
38.0,F,1.0,66,139830.4,1,1,Own,Parking Lot,0,0.0,58,Phone,1,8.0,Medium,51692.09313,gray,17326.64972,5513.658062,1000,1060.74,7.745290471,6,11.0,6.0,2024.0,8,0.3351895555107465,0.3182183602013616,0.1239118941222802,0.0075859040665864795,17.32664970267335,0
40.0,M,1.0,83,59036.8,1,1,Own,Local,0,0.0,87,Phone,0,6.0,Compact,14207.27102,blue,40423.70012,2447.556576,500,1093.83,9.614231259,8,1.0,2.0,2023.0,5,2.8452825359809824,0.060547564143651984,0.6847203798192869,0.018527935118120765,80.8474000783052,0
52.0,F,1.0,90,63212.8,1,1,Rent,Parking Lot,0,1.0,41,Phone,1,2.0,Medium,52101.17455,blue,15526.91417,1046.161597,1000,988.93,9.165835431,4,1.0,6.0,2023.0,1,0.29801466672889015,0.06737730275819659,0.24562927397227097,0.015644458084191105,15.526914154473086,0
39.0,F,1.0,78,139830.4,1,0,Rent,Highway,0,0.0,42,Phone,0,5.0,Large,31826.53492,other,18002.81458,4201.252319,2000,1101.83,6.908437158,7,12.0,4.0,2023.0,1,0.5656542449464474,0.23336641612884035,0.12874750111471647,0.007879760052121142,9.001407285499296,0
42.0,M,0.0,85,79776.0,0,1,Rent,Highway,3,0.0,84,Phone,1,5.0,Large,36100.18187,other,27330.44761,7926.503227,1000,1503.21,9.897673563,6,10.0,1.0,2023.0,5,0.7570722969668775,0.29002463991148575,0.3425898466914537,0.01884288507798282,27.330447582669553,0
55.0,M,1.0,58,64124.8,1,1,Rent,Local,0,0.0,25,Phone,0,2.0,Medium,40789.17878,gray,9104.332197,8491.951706,500,1564.43,8.393610169,9,10.0,5.0,2024.0,8,0.22320459663779468,0.93273746182784,0.14197833282689412,0.024396645291300766,18.20866435758267,0
53.0,F,1.0,75,63561.6,1,1,Own,Parking Lot,3,0.0,9,Phone,0,5.0,Medium,19103.18477,white,24014.39498,8499.289358,1000,1280.88,9.408556749,1,6.0,6.0,2024.0,8,1.2570885571109363,0.3539247757324126,0.3778129401969458,0.020151789759537967,24.014394955985605,0
38.0,F,1.0,77,58200.0,1,0,Own,Parking Lot,0,0.0,11,Phone,0,4.0,Medium,19981.95905,white,10360.82385,3357.945181,500,722.66,8.970973465,2,8.0,2.0,2023.0,1,0.518508912142,0.3241002095287914,0.1780210283474567,0.01241683848775916,20.721647658556705,0
36.0,F,0.0,66,57316.8,1,1,Own,Local,0,0.0,14,Phone,1,6.0,Medium,11052.29735,white,8050.970226,4704.847737,1000,1235.14,7.089794769,3,1.0,3.0,2024.0,8,0.7284431435670301,0.5843827022514214,0.14046440530280016,0.02154935376675688,8.05097021794903,0
47.0,M,0.0,80,61598.4,1,1,Rent,Parking Lot,0,0.0,77,Phone,1,4.0,Compact,24462.5617,red,19019.93855,2675.762731,1000,766.19,10.29498273,3,7.0,4.0,2024.0,8,0.7775121339488533,0.1406819861076427,0.3087732562808648,0.01243847242765334,19.01993853098006,1
34.0,M,1.0,75,56422.4,1,0,Rent,Parking Lot,0,0.0,100,Phone,0,5.0,Large,28283.95142,white,21983.15159,4177.137371,1000,1200.09,8.902328358,4,10.0,4.0,2024.0,8,0.7772305666484124,0.190015401281686,0.38961744962302886,0.021269743931111227,21.98315156801685,0
47.0,F,1.0,85,61595.2,0,0,Own,Local,1,0.0,80,Phone,1,2.0,Compact,23844.45257,gray,7838.345641,8789.321077,1000,988.93,7.43719668,3,2.0,4.0,2023.0,5,0.3287282699261093,1.1213234881993994,0.12725578682872601,0.016055309504376065,7.838345633161654,0
30.0,M,1.0,45,27504.0,1,1,Rent,Local,0,0.0,18,Phone,0,10.0,Compact,9545.482937,other,11107.26378,1755.153005,1000,1503.21,9.937123297,2,5.0,4.0,2024.0,5,1.1636146491638093,0.1580184858850972,0.40384176045652115,0.05465423210970571,11.107263768892736,1
37.0,F,1.0,69,139830.4,0,0,Rent,Local,0,0.0,84,Phone,0,7.0,Large,27710.27163,gray,28200.73733,5481.9472,500,944.03,9.47283796,2,2.0,0.0,2024.0,1,1.0176997795449723,0.1943902081586322,0.2016781567513096,0.006751250085769966,56.401474547197054,0
36.0,M,1.0,71,99017.6,0,1,Rent,Local,0,0.0,2,Phone,1,4.0,Compact,10220.94575,black,21735.41681,3010.157655,1000,1347.04,7.820709038,3,8.0,1.0,2023.0,1,2.1265563226253734,0.13849091007431705,0.21951064063136744,0.013604046149234035,21.735416788264583,0
55.0,M,1.0,75,27504.0,1,0,Rent,Local,0,0.0,70,Phone,0,8.0,Medium,8915.775964,silver,22568.01143,3099.659354,1000,766.19,8.784321094,6,11.0,3.0,2024.0,2,2.5312447866112344,0.13734747359008462,0.8205356104268274,0.027857402558614842,22.56801140743199,1
40.0,F,0.0,56,139830.4,1,1,Own,Parking Lot,0,1.0,96,Phone,1,6.0,Large,23201.36834,black,29408.74251,9353.183183,500,951.56,7.899302533,5,7.0,6.0,2024.0,5,1.267543451651975,0.31804090839659493,0.21031723080095374,0.0068051010366357734,58.81748490236503,0
34.0,M,0.0,68,56430.4,0,0,Own,Local,0,0.0,5,Phone,1,2.0,Medium,11829.34588,red,65818.55553,3050.278171,500,1093.83,8.480694439,2,8.0,0.0,2023.0,8,5.564006344232111,0.04634374222271324,1.1663669853276537,0.019383700983523353,131.63711079672578,0
42.0,F,0.0,78,59806.4,0,0,Rent,Local,2,0.0,53,Phone,1,6.0,Large,26408.85205,red,17792.10383,7666.130149,1000,988.93,8.870466901,3,6.0,2.0,2023.0,1,0.6737174260979012,0.43087260628745594,0.2974949809669618,0.016535521281726778,17.792103812207895,0
38.0,F,0.0,91,27504.0,1,0,Rent,Local,0,0.0,67,Phone,1,6.0,Large,20472.54213,other,40859.08527,3183.774766,1000,1361.45,9.343083019,3,6.0,0.0,2024.0,8,1.995799300768331,0.07792085272794162,1.4855688361152717,0.049500072714896017,40.859085229140916,1
42.0,F,0.0,31,99017.6,0,1,Rent,Parking Lot,0,0.0,11,Phone,1,10.0,Large,18759.54358,other,27902.87941,7631.601202,2000,1188.51,10.14292555,4,9.0,3.0,2024.0,5,1.4873964971226983,0.2735058661720566,0.2817971694902543,0.012003017645226677,13.95143969802428,0
37.0,M,1.0,80,139830.4,1,1,Rent,Parking Lot,0,0.0,100,Phone,0,7.0,Compact,25347.11172,black,23204.35905,3328.796565,500,1672.88,9.183690393,0,11.0,5.0,2024.0,5,0.9154636356762992,0.14345565665846496,0.16594645406030487,0.01196363594746233,46.408718007182564,0
33.0,M,0.0,93,55912.0,1,1,Rent,Highway,2,0.0,84,Phone,1,4.0,Compact,9000.732149,blue,27486.19725,8571.265797,500,722.66,7.959787861,2,1.0,0.0,2024.0,5,3.053773492193077,0.31183891022568283,0.49159746118021896,0.012924953498123391,54.972394390055214,0
25.0,F,1.0,92,51499.2,1,0,Rent,Highway,0,1.0,93,Phone,1,6.0,Compact,34033.53555,black,13287.47816,6564.353721,1000,1200.09,6.597659501,5,6.0,2.0,2024.0,2,0.3904230913678781,0.4940255510836508,0.25801329262866196,0.023303080435748455,13.287478146712523,0
34.0,M,1.0,60,56422.4,1,1,Rent,Local,1,1.0,1,Phone,1,3.0,Medium,18280.93101,black,14614.87072,6438.048166,500,944.03,10.39121831,6,7.0,3.0,2023.0,8,0.7994598694785261,0.44051352139223615,0.2590260378810716,0.016731475442080954,29.22974138154052,0
75.0,M,1.0,91,69089.6,0,1,Own,Highway,0,0.0,50,Phone,1,3.0,Large,15702.75992,white,28591.89616,8719.647718,500,1672.88,7.745591393,7,10.0,2.0,2024.0,5,1.820819798802552,0.3049692006749031,0.41383791713349277,0.024213195618092837,57.183792205632415,1
33.0,F,1.0,87,55934.4,1,1,Own,Parking Lot,0,0.0,60,Phone,1,6.0,Medium,20333.33511,other,21110.6896,6970.738299,1000,1280.88,7.311399497,2,7.0,6.0,2023.0,8,1.038230545296992,0.33019945964578057,0.37741871906416413,0.022899682484787545,21.11068957888931,0
43.0,F,1.0,82,139830.4,1,0,Rent,Parking Lot,0,0.0,1,Phone,1,6.0,Compact,8098.739419,white,26579.26379,6616.044828,1000,1436.79,9.252183492,4,11.0,2.0,2023.0,5,3.2819013443452656,0.24891753511398076,0.19008215516661556,0.010275233425562143,26.579263763420737,0
52.0,F,1.0,69,63222.4,1,0,Own,Highway,1,0.0,1,Phone,1,5.0,Large,21221.26225,black,29201.29849,2122.873462,500,1383.49,8.670318157,3,2.0,6.0,2024.0,5,1.3760396598757438,0.07269791316486426,0.461882157107894,0.021882908589014607,58.40259686319481,0
62.0,M,1.0,42,66022.4,0,1,Own,Highway,1,0.0,24,Phone,0,5.0,Medium,35089.98486,silver,36911.94588,4413.500892,500,951.56,8.615677773,1,9.0,3.0,2023.0,1,1.0519225364792044,0.11956836158756395,0.5590821581681509,0.014412684179696397,73.82389161235221,1
52.0,F,1.0,51,27504.0,1,1,Own,Local,2,0.0,94,Phone,1,6.0,Medium,24336.15107,gray,18510.11764,5193.101572,1000,1200.09,9.000530017,1,11.0,5.0,2024.0,8,0.7606016903000512,0.2805547578205151,0.6729972963687828,0.043633289701729444,18.510117621489883,1
49.0,F,1.0,71,139830.4,1,1,Own,Local,0,1.0,41,Phone,0,6.0,Large,35085.86868,silver,15788.62993,6539.463452,1000,988.93,7.370496922,4,8.0,3.0,2023.0,1,0.4499996871546747,0.41418815189025154,0.1129127137581462,0.007072353365169002,15.78862991421137,0
36.0,M,1.0,83,57305.6,1,1,Rent,Highway,0,0.0,80,Phone,1,1.0,Medium,21412.72719,gray,17108.25911,5040.719868,2000,1101.83,10.38285676,3,3.0,1.0,2023.0,8,0.7989761863304728,0.29463663341169516,0.2985442803094541,0.019227265746816588,8.554129550722934,0
43.0,F,0.0,93,60196.8,0,1,Rent,Local,0,1.0,13,Phone,0,6.0,Medium,30428.7729,other,32724.20699,2899.508387,500,944.03,9.881844383,3,2.0,6.0,2023.0,5,1.075436301571154,0.08860438964334383,0.5436203749942917,0.01568239507721868,65.44841384910318,0
60.0,M,1.0,81,65504.0,1,0,Rent,Parking Lot,0,1.0,51,Phone,1,2.0,Compact,18953.96301,gray,13882.9507,4916.25059,500,1672.88,8.797686096,2,8.0,0.0,2023.0,2,0.7324563571187186,0.35412144693749276,0.2119405028668182,0.025538593062629174,27.765901344468197,0
33.0,F,0.0,64,84964.8,0,0,Rent,Local,0,0.0,84,Phone,0,6.0,Large,12268.74008,white,13310.08215,8553.07681,1000,1248.05,9.089891907,4,8.0,4.0,2024.0,8,1.0848776697627391,0.6426013538434395,0.15665407497979572,0.01468902416042068,13.310082136689918,0
53.0,M,1.0,84,27504.0,0,1,Rent,Local,0,0.0,70,Phone,0,4.0,Compact,26858.03162,white,10326.75712,7874.641634,500,1564.43,8.109465347,5,6.0,4.0,2023.0,2,0.38449419025650494,0.7625473845982592,0.3754638277932132,0.05688009016663467,20.65351419869297,1
57.0,F,0.0,84,139830.4,1,0,Rent,Parking Lot,0,0.0,35,Phone,1,6.0,Large,16220.1885,black,31717.59093,1462.333915,500,722.66,8.448839817,5,6.0,3.0,2023.0,5,1.9554391077541768,0.046104822972880655,0.22682900806815376,0.00516811794856363,63.43518173312963,0
34.0,M,0.0,66,56428.8,1,1,Own,Parking Lot,0,0.0,11,Phone,0,5.0,Compact,11718.73812,white,42230.27708,2832.121522,1000,1347.04,9.225420819,8,11.0,5.0,2024.0,5,3.603653963759397,0.06706376840880855,0.7483816256814183,0.023871498241609397,42.230277037769724,1
45.0,F,1.0,81,60902.4,0,0,Own,Local,3,0.0,79,Phone,1,8.0,Medium,14035.39598,silver,35134.63693,5460.786525,1000,1310.8,9.041131478,4,8.0,3.0,2023.0,2,2.5032878999326043,0.15542458957877656,0.5769006956938166,0.021522961327935793,35.134636894865366,0
48.0,F,0.0,73,139830.4,1,0,Own,Highway,0,0.0,99,Phone,1,10.0,Medium,25488.8076,blue,25819.32818,2511.091704,1000,766.19,6.999939323,4,12.0,0.0,2023.0,8,1.012967282902125,0.09725627585646744,0.18464745992155748,0.005479423644604611,25.819328154180674,0
55.0,F,0.0,81,64116.8,1,1,Rent,Local,1,0.0,87,Phone,1,8.0,Large,12334.99097,gray,42347.48912,3966.564763,500,1533.71,8.277879071,6,3.0,4.0,2023.0,8,3.433118777270323,0.09366705902364804,0.6604741521619845,0.023920563720835716,84.69497807061003,1
49.0,F,1.0,75,62291.2,1,1,Own,Highway,5,1.0,47,Phone,1,4.0,Medium,12807.2347,white,45600.99873,4441.234132,1000,1361.45,8.698479606,3,6.0,0.0,2024.0,8,3.5605655549077606,0.09739335224210355,0.7320616512327254,0.021856217250239902,45.600998684399,1
45.0,M,1.0,65,27504.0,1,1,Own,Parking Lot,0,0.0,34,Phone,1,5.0,Large,16962.80772,black,26019.03251,9101.09618,2000,1101.83,9.497954357,3,5.0,6.0,2024.0,8,1.5338871334247555,0.34978611046173036,0.9460090353786356,0.040060718439497496,13.009516248495242,1
54.0,M,1.0,62,63840.0,0,0,Rent,Highway,0,0.0,50,Phone,0,7.0,Large,51823.30205,gray,66650.80642,4163.473078,500,1564.43,8.601076599,5,11.0,3.0,2024.0,8,1.286116549547693,0.06246695728932988,1.0440289226026938,0.024505482455756494,133.30161257339677,1
45.0,F,0.0,34,60894.4,0,1,Rent,Local,0,1.0,13,Phone,1,6.0,Compact,22576.10722,white,14018.92587,4987.798452,1000,1280.88,7.137177656,4,3.0,5.0,2023.0,2,0.6209629380639978,0.35579034356105127,0.23021699646880142,0.021034446516904108,14.018925855981074,0
47.0,F,0.0,96,61585.6,1,1,Own,Local,0,0.0,4,Phone,0,6.0,Medium,26271.52431,gray,25567.4848,5402.601082,500,722.66,9.994382511,7,7.0,2.0,2023.0,2,0.9732014213311095,0.21130749168524754,0.41515362032008857,0.01173423657459318,51.13496949773006,0
62.0,F,0.0,52,66052.8,1,0,Own,Local,0,1.0,1,Phone,1,5.0,Medium,35023.76318,black,19990.82501,6028.672794,1000,1436.79,7.808834328,2,9.0,2.0,2024.0,8,0.5707788996484764,0.30157198568256727,0.30264916869076486,0.0217521437392245,19.990824990009177,1
39.0,M,1.0,79,58617.6,1,0,Own,Parking Lot,0,0.0,99,Phone,1,0.0,Medium,45237.29558,silver,55649.21981,2643.674484,500,1383.49,9.050047834,4,2.0,6.0,2024.0,5,1.2301623935576973,0.047506047577641576,0.9493602571420638,0.023601955726205066,111.29843939740313,1
42.0,M,1.0,81,59792.0,1,1,Own,Parking Lot,0,0.0,90,Phone,1,8.0,Medium,34004.55375,blue,8648.244152,3652.423867,1000,766.19,8.234286821,5,8.0,2.0,2023.0,5,0.2543260592486285,0.42233126197449067,0.14463881709685844,0.012814256087556626,8.648244143351755,1
38.0,F,1.0,80,58198.4,1,1,Rent,Local,0,0.0,99,Phone,0,3.0,Medium,13105.54514,white,8598.069045,1780.649722,1000,1060.74,7.812466492,1,1.0,3.0,2023.0,8,0.6560634412758153,0.20709879305149279,0.14773720660451597,0.0182262742615222,8.598069036401931,0
50.0,F,1.0,37,62574.4,1,1,Own,Local,0,0.0,32,Phone,1,12.0,Large,45982.55862,blue,28188.62013,3513.966953,1000,1361.45,11.02862219,5,9.0,0.0,2024.0,1,0.6130285259317083,0.12465906229782313,0.4504816686943785,0.021757300109601415,28.18862010181138,0
51.0,F,1.0,96,82908.8,1,1,Rent,Local,3,1.0,13,Phone,1,5.0,Medium,18648.9879,gray,27837.47009,6115.431335,2000,1453.61,6.662352842,2,9.0,4.0,2024.0,8,1.4927067483650034,0.2196834451912766,0.3357601375205556,0.017532638272203523,13.918735038040632,0
37.0,M,1.0,69,57766.4,1,1,Own,Local,0,1.0,12,Phone,1,1.0,Compact,35031.82608,red,11034.69941,2057.278136,500,1564.43,8.424513658,3,7.0,1.0,2023.0,1,0.3149906997278918,0.1864371705448715,0.19102279889016757,0.02708200614843435,22.069398775861202,0
71.0,M,1.0,85,68200.0,1,1,Own,Local,0,1.0,35,Phone,0,4.0,Medium,14005.34798,other,28632.17842,5019.244062,1000,1280.88,8.253552166,3,1.0,0.0,2023.0,8,2.044374653085601,0.17530080974623583,0.4198266630436976,0.01878123167127887,28.632178391367823,0
50.0,F,1.0,80,62600.0,1,1,Rent,Parking Lot,0,0.0,94,Phone,0,8.0,Large,34573.185,silver,18524.25944,7126.482969,500,722.66,9.317499583,3,6.0,5.0,2024.0,5,0.5357984646038311,0.3847108161974268,0.29591468753520905,0.011544089456684599,37.048518805902965,0
54.0,M,0.0,77,63817.6,1,1,Rent,Parking Lot,1,0.0,72,Phone,1,5.0,Medium,20844.32442,other,19625.71867,6211.353105,1000,1347.04,9.623604745,2,9.0,0.0,2023.0,5,0.9415377670013476,0.31649047910679695,0.30752830989715174,0.021107656821611788,19.62571865037428,0
39.0,F,1.0,98,58593.6,0,1,Rent,Highway,0,0.0,13,Phone,1,3.0,Medium,54223.83736,white,12151.91406,2485.719882,1000,1310.8,8.226247542,4,4.0,6.0,2024.0,1,0.2241064935905874,0.20455377395875413,0.2073931975470462,0.022371043936157343,12.151914047848084,0
40.0,F,1.0,87,59004.8,1,1,Rent,Local,1,1.0,89,Phone,1,4.0,Compact,7605.524687,black,30997.84392,8987.7567,500,1383.49,10.79276096,3,7.0,1.0,2024.0,8,4.07570091369349,0.28994780162471545,0.5253444451887753,0.023447075491765973,61.995687716008625,0
31.0,M,1.0,80,64953.6,0,1,Own,Local,3,0.0,15,Phone,1,9.0,Medium,20083.61211,blue,26876.15253,6719.428057,500,951.56,7.775030654,4,7.0,6.0,2024.0,5,1.338213085447894,0.25001450818712057,0.41377464112206597,0.014649842348774358,53.752304952495386,0
53.0,F,0.0,88,63513.6,1,1,Own,Parking Lot,0,0.0,39,Phone,1,7.0,Large,25392.87415,silver,16315.71592,3330.139968,1000,1200.09,9.456536102,2,6.0,6.0,2023.0,5,0.6425312795620447,0.2041062730023246,0.2568853902115943,0.018895008312882672,16.315715903684286,1
51.0,F,1.0,81,62886.4,0,1,Rent,Parking Lot,3,0.0,82,Phone,0,6.0,Compact,23009.92742,red,21550.53095,12113.25237,1000,988.93,9.465953732,3,6.0,5.0,2023.0,8,0.9365753553108523,0.5620860292278745,0.3426898494691588,0.015725657693623333,21.55053092844947,0
49.0,F,1.0,63,62264.0,0,0,Rent,Local,0,0.0,2,Phone,1,8.0,Large,8572.736715,black,56427.00504,4552.434888,1000,1331.94,9.354855007,3,5.0,6.0,2024.0,8,6.582146041495204,0.08067830083649113,0.9062540960923445,0.021391815494966725,56.42700498357299,0
30.0,F,1.0,73,54456.0,0,0,Rent,Local,0,1.0,67,Phone,0,3.0,Large,20523.31397,gray,23669.86644,4467.310051,1000,840.95,9.044464635,3,5.0,3.0,2023.0,5,1.1533160031292298,0.1887340624475136,0.4346603944389111,0.01544274276451736,23.669866416330134,0
80.0,F,1.0,68,70097.6,1,1,Rent,Local,0,0.0,60,Phone,0,4.0,Compact,11679.05538,red,26374.45608,2903.730202,500,944.03,10.2033767,4,12.0,6.0,2024.0,2,2.2582696305137078,0.11009630655821676,0.3762533393386328,0.01346736550162249,52.74891205450218,0
30.0,M,1.0,83,54409.6,0,0,Own,Local,0,1.0,100,Phone,0,2.0,Medium,17848.48158,silver,20102.71057,8800.299245,2000,1453.61,9.159501033,8,12.0,0.0,2024.0,1,1.1262980819275776,0.4377667983587864,0.36946992019111574,0.026716057459957136,10.051355279974322,0
